0,5,64,53,60,83,58,97,14,24,22,30,12,100,70,38,74,13,56,91,51,65,10,16,63,76,13,86,57,62,36,31,75,59,24,96,54,41,22,73,75,92,51,74,85,81,36,54,43,35,63,17,64,29,43,42,49,11,65,31,77,29,60,47,69,49,65,84,87,99,80,99,85,51,39,42,25,80,62,100,63,51,83,71,63,26,30,91,88,86,79,56,11,54,34,14,81,60,82,54,31,51,19,74,18,25,69,28,27,57,79,84,37,98,65,90,80,60,87,27,70,33,34,39,48,41,54,31,72,34,45,77,73,55,11,34,91,88,51,90,52,16,91,94,81,78,32,27,33,12,45,19,23,10,10,92,16,19,14,83,36,61,24,16,42,86,99,43,69,67,13,35,51,50,50,17,47,64,27,30,85,59,19,17,77,42,16,66,24,69,94,23,62,97,22,65,69,72,28,11,24,93,68,91,35,52,66,39,85,76,50,45,21,54,95,33,27,71,63,83,45,19,14,92,88,81,85,93,27,24,50,26,86,69,93,74,44,82,80,21,75,36,44,100,78,18,87,52,52,28,64,38,45,26,58,72,42,51,25,50,55,21,28,27,23,92,87,27,56,46,87,44,52,43,49,73,69,13,81,32,76,71,34,40,81,54,19,51,46,57,58,45,92,79,18,49,17,44,54,56,19,70,13,49,12,24,75,43,45,86,54,51,88,17,75,31,88,90,26,98,53,14,71,95,48,76,22,32,45,95,13,51,48,43,41,81,86,81,61,22,49,26,79,39,86,29,15,37,15,40,79,15,31,26,48,51,11,58,95,44,60,41,85,39,72,40,38,55,69,46,68,74,38,50,94,80,56,69,33,20,75,10,12,54,50,32,56,84,24,16,74,10,44,30,85,76,41,57,67,21,99,64,49,80,24,16,60,70,56,34,88,63,18,69,14,36,57,48,77,92,99,32,74,37,54,55,41,36,59,62,35,81,97,51,64,21,42,86,65,41,13,14,29,79,91,49,87,56,27,32,81,82,56,66,50,43,66,20,56,53,20,25,75,77,24,12,77,77,51,61,38,85,82,46,23,29,95,45,75,98,71,73,71,71,21,76,96,75,54,18,74,11,53,68,91,11,21,58,42,28
22,0,5,84,60,17,99,70,27,92,64,87,23,81,49,63,52,79,12,47,35,17,90,41,82,35,90,85,68,55,21,26,43,62,32,23,54,93,59,25,32,62,27,79,71,100,19,39,55,65,16,14,46,23,49,100,38,62,50,58,60,37,78,65,65,97,90,24,52,18,14,93,75,41,36,31,18,18,80,97,25,55,88,64,13,56,61,94,26,17,28,81,60,78,83,11,56,61,82,49,37,12,62,93,50,14,26,27,87,80,85,81,93,50,17,94,18,40,80,56,39,19,61,86,67,34,19,58,93,40,50,41,67,44,70,83,79,62,45,30,82,52,56,48,69,37,37,34,50,35,43,44,12,17,37,89,91,10,25,11,57,14,83,14,50,75,64,36,18,86,44,90,90,23,37,42,33,64,96,13,69,71,61,54,99,71,40,14,27,29,23,37,35,54,76,46,44,14,16,56,64,62,28,46,95,55,19,98,38,24,89,70,51,54,68,47,20,14,29,32,21,88,68,56,76,90,63,51,40,55,39,86,44,51,86,100,80,91,44,81,91,89,43,95,87,41,19,36,49,51,55,81,62,59,65,21,73,56,97,32,23,95,17,85,25,49,13,81,46,34,46,68,32,59,94,95,52,26,40,98,72,18,72,18,57,11,47,89,16,32,22,48,83,98,64,55,85,20,27,70,98,43,44,24,46,15,31,69,56,46,78,14,92,64,70,45,48,78,10,69,60,59,63,26,69,68,41,34,72,48,31,65,73,81,82,44,85,53,85,57,87,74,43,67,25,59,100,43,86,36,92,23,62,16,90,79,92,33,79,82,29,92,79,37,77,59,46,52,48,33,14,33,44,49,10,10,84,13,69,93,58,31,14,97,50,36,87,63,28,50,50,18,54,79,31,41,88,82,68,54,69,59,49,33,87,81,75,54,86,96,42,66,58,58,88,27,87,60,64,10,99,41,27,80,26,94,73,26,51,73,71,53,19,34,84,69,48,28,45,62,88,25,10,32,47,70,51,73,40,98,10,22,59,32,40,97,27,51,100,56,35,10,85,90,22,98,21,88,42,22,68,49,72,56,12,48,80,50,75,61,51,81,35,89,86,20,23,67,100,96,80,40,31,21,56,79,76,38,86,49
58,55,0,5,68,13,70,15,60,81,35,14,14,75,46,82,87,89,10,97,49,96,70,43,51,79,22,31,57,96,27,14,10,34,83,35,57,96,86,34,79,98,100,30,44,40,16,52,94,58,99,46,58,21,14,48,22,56,56,50,68,95,93,63,93,33,72,25,31,31,54,14,31,51,65,46,88,48,42,91,35,81,52,61,38,96,46,68,54,51,21,78,26,33,89,90,91,22,55,66,95,11,60,56,92,81,78,57,29,55,54,92,87,23,58,74,19,18,61,86,20,20,22,63,75,62,64,75,33,41,89,30,16,51,81,57,16,30,48,88,53,54,31,88,61,97,74,43,22,49,90,37,85,15,14,43,35,49,30,65,33,78,47,75,67,94,56,46,98,49,84,77,52,48,66,29,82,30,36,94,30,77,81,79,30,24,55,85,76,49,73,45,85,65,36,23,81,91,10,40,99,60,14,31,49,98,18,79,83,10,58,98,52,13,20,12,67,23,84,46,58,88,90,73,22,50,57,45,12,93,67,56,21,27,66,13,38,53,66,15,84,10,28,24,56,79,72,75,43,89,47,80,69,90,68,81,59,77,29,26,33,67,81,95,27,79,69,88,74,32,89,78,87,99,50,25,47,84,16,41,23,29,61,45,86,76,43,70,25,44,46,64,40,78,46,32,52,84,31,53,86,27,84,91,80,28,67,58,98,72,66,28,86,59,21,28,92,22,38,56,76,65,29,75,18,95,78,23,59,71,68,42,37,100,23,30,58,84,65,92,22,88,90,55,68,44,99,59,53,90,41,49,95,95,10,54,65,15,30,38,54,73,28,23,36,54,64,30,64,60,92,63,24,64,24,30,39,11,84,36,92,60,80,21,15,22,86,30,57,25,80,36,31,95,24,74,55,62,52,90,10,72,48,71,58,26,86,90,59,39,76,93,98,64,56,33,21,32,64,26,57,53,19,69,12,35,60,40,40,75,98,39,44,64,31,55,47,48,36,32,81,43,50,21,88,83,33,45,72,53,88,12,47,39,44,64,57,68,58,80,94,44,13,66,18,39,48,19,15,21,70,65,96,96,54,37,40,26,81,59,60,43,92,98,20,15,25,26,82,97,55,88,31,84,71,81,86,19,58,59
26,12,29,0,5,80,75,64,46,53,30,34,41,23,65,90,31,29,42,46,61,55,13,89,100,56,72,52,37,74,90,24,61,51,76,58,27,41,83,16,51,49,49,42,51,35,62,67,35,38,49,91,89,100,78,11,35,50,73,12,84,60,95,40,45,68,20,74,30,34,71,96,51,18,79,17,60,55,37,78,16,36,35,47,76,56,13,38,35,22,15,89,88,76,54,77,77,99,85,41,31,67,96,58,84,84,81,73,36,90,51,25,92,97,79,34,41,45,21,36,89,79,61,70,43,100,67,56,24,41,82,14,71,83,18,90,97,68,39,21,50,68,23,53,53,42,63,31,68,26,30,14,85,95,19,23,43,76,60,29,95,59,73,79,33,83,16,43,75,13,56,21,51,15,43,63,67,80,16,95,39,37,84,70,55,95,52,55,12,36,43,37,20,78,14,54,13,59,73,41,64,22,47,12,17,27,19,59,55,73,14,100,91,88,11,18,59,56,11,17,21,85,13,90,87,48,41,87,93,63,83,46,14,16,20,97,23,61,95,73,50,91,48,27,21,35,41,83,57,13,96,12,95,57,63,97,24,13,81,44,90,64,87,93,94,65,85,71,15,94,45,52,90,64,68,40,68,57,16,58,51,66,43,61,60,46,71,16,46,39,15,61,96,36,51,42,22,50,45,29,63,87,92,69,99,29,99,49,29,53,63,43,24,76,31,75,96,90,24,96,57,85,67,56,69,85,91,41,78,84,61,13,42,27,25,16,64,52,68,63,16,85,11,61,40,15,27,32,67,10,98,51,14,52,50,81,88,47,88,12,51,37,85,72,64,78,69,70,28,54,48,57,80,98,76,66,47,43,41,96,48,66,52,34,98,99,37,100,85,52,41,59,12,28,61,42,22,93,19,80,40,42,82,20,21,52,58,31,41,74,26,87,39,10,96,67,75,41,86,53,19,29,15,98,46,50,58,33,81,47,87,18,91,17,99,54,71,31,20,19,78,72,67,64,47,33,25,94,89,21,92,57,17,11,74,36,77,25,33,63,39,96,12,81,42,50,63,62,40,35,34,47,85,34,59,62,67,65,51,99,28,78,100,98,37,50,14,17,94,28,67,73,65,52,24,13,89,62,94,77
27,38,17,30,0,5,58,72,19,81,64,80,42,87,31,73,94,82,61,58,68,86,23,36,23,26,45,66,26,72,98,39,77,44,22,77,86,81,96,12,92,88,29,55,82,57,77,67,21,91,84,39,98,34,11,78,72,90,35,93,22,98,14,97,99,90,69,16,86,13,28,22,85,75,89,80,89,10,94,72,68,11,74,81,47,41,85,82,43,44,32,55,71,17,84,51,43,43,31,65,78,43,96,35,59,94,100,100,66,32,93,93,30,15,13,50,49,74,77,79,34,78,96,81,37,36,33,72,52,94,94,33,75,63,10,89,89,29,29,13,81,60,22,16,51,24,26,75,43,83,36,33,54,85,35,13,28,56,57,21,83,32,77,69,85,40,24,14,67,41,95,97,12,25,16,88,13,45,11,29,94,87,68,54,41,33,85,41,50,33,38,81,28,83,99,95,41,59,24,71,20,86,25,22,35,35,12,22,93,65,31,30,94,30,84,18,62,21,45,89,45,63,29,76,52,96,66,75,87,83,94,58,50,92,50,89,85,14,61,62,72,63,17,94,84,28,27,30,67,83,92,21,91,63,64,20,64,82,31,46,71,65,12,93,11,83,62,57,34,46,55,32,21,69,43,42,17,85,36,47,59,22,75,92,55,76,99,69,28,83,13,98,70,50,76,26,27,56,27,71,91,10,81,31,100,20,20,47,12,86,68,93,13,36,15,85,34,23,42,39,78,29,25,80,10,98,56,97,55,74,77,91,36,18,19,23,30,46,93,90,97,23,99,71,53,26,98,60,53,50,52,46,45,24,54,55,93,76,13,70,54,34,78,100,60,15,89,60,86,83,45,58,36,92,78,45,16,90,59,61,55,20,49,96,84,47,73,81,96,33,73,74,37,61,48,72,41,24,74,56,79,61,52,29,79,83,78,28,47,41,18,19,54,71,55,39,38,14,78,49,18,77,68,41,83,93,85,52,31,43,84,56,64,44,13,63,44,92,29,44,31,94,54,55,70,55,32,18,57,73,83,52,32,95,87,28,18,89,71,53,15,33,90,93,65,10,70,96,49,69,21,98,91,13,47,47,40,18,77,76,71,73,72,52,35,13,25,34,42,20,98,92,92,22,17,61,72,33,23,36
12,27,73,63,72,0,5,34,48,74,77,86,15,53,13,50,57,34,19,69,22,11,41,58,71,64,33,52,84,17,47,14,15,85,38,75,92,10,87,13,91,97,80,80,51,85,86,35,48,64,80,11,95,17,92,84,63,69,15,32,45,47,64,80,15,78,66,19,57,42,77,99,83,80,37,81,41,52,58,24,80,77,80,24,49,19,49,86,100,34,30,51,65,44,56,60,95,92,65,52,79,66,61,14,45,85,98,28,77,54,44,99,29,73,50,40,33,29,36,45,45,82,55,45,86,85,62,62,20,37,13,36,24,25,27,53,23,97,60,43,37,58,28,60,48,53,80,25,20,41,88,30,84,87,32,51,71,55,95,21,54,64,84,86,70,27,51,58,17,30,91,74,58,33,22,58,49,15,18,49,98,93,48,64,27,89,44,41,94,100,79,24,98,31,23,29,16,40,58,70,54,64,91,72,100,20,96,73,51,10,78,21,42,84,14,27,96,85,75,66,14,38,83,20,36,66,43,73,68,54,21,23,43,49,86,23,82,38,85,63,30,15,62,93,84,82,68,74,37,38,13,84,72,78,80,94,71,48,31,59,68,14,11,43,32,47,46,24,82,32,10,32,59,29,83,90,97,19,51,71,45,25,58,40,63,66,68,16,17,68,70,17,56,37,40,95,29,11,62,12,94,31,68,41,95,38,52,49,60,88,70,18,90,46,97,30,10,34,93,44,51,52,50,99,67,70,54,95,18,36,21,95,61,15,94,47,62,93,10,13,44,61,38,27,57,42,85,38,55,47,99,62,70,16,93,11,46,51,11,85,43,15,79,71,38,82,33,10,73,73,29,78,32,71,48,16,94,46,25,10,84,41,64,56,21,82,67,50,26,77,17,51,99,25,65,20,69,24,65,44,81,65,87,79,46,44,57,81,93,21,34,14,22,11,52,89,79,91,98,65,85,47,48,70,74,33,73,94,98,72,11,46,74,12,26,39,23,43,29,48,83,91,55,93,35,51,55,69,41,29,16,81,57,65,18,44,83,43,78,31,22,93,37,68,78,48,16,51,68,76,92,81,97,54,90,25,78,86,19,96,79,39,92,52,100,85,28,24,57,42,94,31,61,98,78,67,69,15,96,58
43,39,42,92,57,30,0,5,35,38,63,27,63,18,27,93,30,43,66,100,48,65,86,89,79,59,52,79,60,32,52,74,30,68,91,58,97,93,43,86,89,80,64,51,44,77,62,81,35,86,64,94,94,49,22,83,64,64,45,96,20,94,69,100,51,57,64,20,12,33,69,89,72,77,11,16,10,59,50,70,37,41,31,14,88,16,12,32,27,60,33,88,89,58,53,26,46,43,55,68,28,22,42,13,42,78,86,82,83,39,90,98,30,73,38,81,25,55,35,88,37,19,50,60,60,45,40,32,58,73,18,28,16,41,99,90,66,91,50,26,27,42,90,33,23,18,87,41,86,33,61,25,84,97,63,50,85,73,70,54,13,26,90,60,88,72,37,10,15,77,40,52,77,93,30,63,82,78,22,25,29,22,65,78,69,28,90,80,56,90,58,19,77,65,41,25,18,95,76,20,45,75,62,92,99,85,61,26,29,89,51,14,82,40,57,18,90,45,63,60,66,88,92,72,77,73,54,15,89,31,86,100,44,82,16,49,49,16,42,93,13,70,36,18,59,99,42,50,89,56,91,24,25,97,89,87,77,68,20,36,91,91,97,42,80,52,66,100,38,62,77,75,21,76,26,24,17,14,94,44,20,10,60,64,23,41,96,75,50,66,99,91,37,13,36,53,88,25,37,96,57,11,97,79,45,37,40,85,25,44,75,53,93,99,38,25,28,62,30,31,85,96,49,33,99,75,34,24,85,76,56,29,46,50,59,50,98,51,81,51,53,58,72,63,49,73,11,57,55,50,31,70,100,58,73,35,49,16,77,58,81,82,12,20,74,88,75,53,18,60,48,11,76,35,10,24,49,77,37,81,27,33,69,31,88,58,47,45,63,57,22,54,92,20,84,60,83,53,52,73,55,51,77,22,72,32,48,49,68,42,27,55,87,98,99,92,72,49,50,16,28,18,21,35,45,44,70,49,10,36,69,79,90,58,85,82,66,12,52,25,48,34,63,30,32,60,87,62,23,87,79,21,87,67,57,37,85,68,95,63,70,87,30,73,56,22,37,89,23,62,52,50,64,51,67,54,54,12,82,44,84,32,67,46,40,92,41,92,48,95,40,88,42,93,90,42,46,51,16,85
27,63,54,73,26,14,24,0,5,60,83,41,22,70,12,99,74,90,73,53,82,81,18,20,63,50,44,34,74,74,26,52,97,85,23,36,79,63,24,57,43,75,72,57,42,38,57,84,72,69,47,89,34,74,61,71,66,83,70,24,73,30,69,51,30,24,48,77,77,90,83,52,92,77,67,92,50,69,22,64,54,69,46,97,21,36,96,79,16,94,80,18,16,96,38,15,63,15,68,26,93,79,74,94,72,37,22,96,100,32,88,41,78,41,81,29,89,28,32,48,74,23,61,14,83,42,50,38,10,91,20,52,45,62,98,25,29,23,10,33,13,69,86,60,41,17,47,66,12,50,19,61,75,69,72,55,28,53,59,25,72,97,65,60,69,57,53,72,79,49,13,46,64,50,27,50,99,47,10,85,76,63,25,53,52,88,35,54,58,10,63,44,66,59,56,91,26,67,80,25,46,57,94,19,100,86,48,52,53,75,63,77,45,77,28,96,26,63,36,34,67,44,62,88,91,66,60,86,13,92,74,73,52,38,53,16,45,22,98,94,64,27,40,39,53,13,63,30,97,65,16,45,88,73,41,22,42,45,91,54,87,24,25,77,13,16,77,31,91,87,71,30,91,54,21,68,20,12,14,67,38,70,96,14,68,30,32,68,79,63,44,58,16,13,88,53,35,56,36,39,18,42,48,31,82,98,17,87,65,50,100,78,34,27,83,100,49,58,30,57,57,51,41,21,14,51,17,71,17,58,100,79,68,30,67,57,90,10,31,16,75,83,94,39,87,93,77,85,97,36,76,54,93,26,84,30,74,86,30,81,30,22,88,65,31,15,47,17,70,85,85,13,29,75,10,71,72,84,66,64,100,55,17,74,83,16,25,81,94,18,92,72,64,59,91,17,70,62,92,33,93,98,62,51,67,89,17,86,32,46,88,75,67,77,54,16,63,63,60,21,29,54,26,53,92,17,20,88,98,27,70,90,15,50,75,10,85,39,63,48,75,12,89,40,33,34,27,91,10,90,11,23,12,89,78,53,12,81,83,11,67,68,24,55,25,93,18,11,57,39,32,79,92,40,26,52,35,21,30,79,70,76,54,36,88,85,83,87,39,71,14,52,87,92,29,45,71,44,15,18
23,90,25,55,91,83,62,88,0,5,33,28,88,61,84,94,27,42,10,18,75,89,44,76,21,15,74,57,34,83,58,29,71,57,78,21,79,42,18,47,45,100,17,28,53,85,35,84,60,88,55,38,97,95,89,16,45,70,24,31,72,54,23,39,75,30,32,88,46,69,91,30,22,92,74,87,88,40,82,68,13,70,28,37,66,25,90,50,22,65,83,94,63,83,14,75,80,94,84,32,39,67,43,37,85,100,32,66,10,43,53,36,88,61,99,86,72,29,92,15,71,85,55,77,17,24,76,54,98,21,20,88,19,62,46,94,11,13,46,59,50,61,80,20,70,77,72,85,62,17,100,40,83,99,63,46,44,25,96,86,47,16,81,52,77,49,20,100,60,88,21,68,48,21,58,77,82,73,85,49,43,97,91,83,68,51,11,82,72,40,35,13,12,56,41,75,84,38,93,35,11,62,30,70,64,24,51,22,34,39,91,22,60,66,56,96,50,52,50,12,24,33,35,22,55,27,86,98,89,81,11,12,57,30,44,66,100,30,13,34,96,85,32,86,65,77,10,36,31,41,32,55,24,50,98,93,49,13,91,92,68,19,10,22,28,29,32,65,82,81,100,72,94,69,25,74,40,27,69,66,68,52,21,69,95,50,46,47,55,51,63,63,33,73,76,63,24,40,24,43,31,10,71,12,52,12,82,80,76,33,23,62,37,35,11,57,30,57,92,30,16,85,44,86,32,40,44,78,59,41,94,21,32,11,52,53,70,14,45,94,58,28,69,51,33,100,45,59,18,37,34,51,71,86,29,51,60,94,72,96,41,84,70,10,24,69,39,100,58,58,33,44,55,12,76,91,54,59,24,80,98,96,43,19,77,86,100,29,31,50,39,64,19,90,44,22,30,38,68,81,10,25,28,73,99,85,100,82,47,99,22,41,57,26,14,98,28,25,13,97,53,100,11,21,81,41,28,51,53,24,91,37,90,91,56,10,77,81,40,86,56,46,60,38,66,15,32,25,50,58,89,27,41,61,96,94,69,46,25,20,76,16,76,82,44,71,40,27,77,27,78,25,84,23,16,97,55,89,58,23,48,85,11,53,20,24,51,40,67,21,40,21,100,12,91,48,55,89,43,43
34,42,70,38,82,55,82,24,58,0,5,34,64,24,17,48,26,54,75,59,94,17,71,11,96,76,11,55,70,93,44,28,100,90,53,12,10,94,55,41,87,28,18,59,20,17,38,84,21,21,98,75,64,91,56,89,65,22,39,61,21,13,28,61,42,66,34,55,78,83,54,94,33,75,67,54,72,59,13,64,81,64,65,96,74,34,74,93,19,100,70,26,73,34,83,99,88,52,62,39,37,30,14,17,67,25,19,24,15,89,66,87,82,74,42,47,66,26,71,25,82,75,76,87,46,76,29,36,32,66,84,41,23,17,42,89,24,36,94,70,87,70,99,88,77,70,10,52,79,14,25,28,21,79,12,28,38,45,82,80,13,53,80,20,29,92,62,96,61,38,69,68,41,36,48,13,60,29,91,34,73,24,100,35,74,94,43,43,72,25,87,47,69,55,43,85,48,32,17,89,19,88,35,69,17,88,74,17,42,67,11,44,16,40,70,63,88,74,61,74,42,38,60,12,36,21,57,44,41,27,70,26,60,49,29,26,33,31,65,96,56,94,26,68,55,16,12,47,97,38,43,64,64,30,31,95,14,25,89,97,53,90,87,76,91,68,100,42,97,33,50,81,93,38,73,41,44,37,48,47,64,53,66,50,53,89,86,70,36,50,52,12,11,30,28,63,59,23,45,62,82,28,11,84,10,30,25,26,53,73,22,53,16,89,71,89,79,71,84,61,87,21,30,93,46,91,83,26,22,23,51,63,100,21,71,59,52,33,80,33,41,72,68,19,45,72,20,56,98,18,32,18,87,29,95,10,31,92,40,55,94,71,93,60,23,74,97,46,95,57,51,13,69,76,84,81,59,97,84,65,14,24,83,70,84,59,90,44,48,67,50,24,38,57,27,91,62,97,65,98,88,71,20,98,15,18,43,97,72,27,14,87,96,66,80,22,82,46,63,32,76,83,53,24,75,99,55,12,82,84,58,16,58,66,76,16,11,41,30,39,91,52,23,11,33,51,92,75,41,67,34,89,11,10,58,83,74,27,89,86,98,12,74,58,62,76,38,88,28,84,15,23,18,24,62,62,94,10,49,11,27,73,55,12,20,22,34,42,74,52,49,96,61,91,48,47,14,90,60,73
